,label,Tweet,,,
197,0,Kindly,,,
198,0,Cherishing,,,
199,0,Heartfelt,,,
200,0,Gratitude,,,
201,0,Affection,,,
202,0,Brighten,,,
203,0,Lovingly,,,
204,0,Charming,,,
205,0,Dreamland,,,
206,0,Brilliance,,,
207,0,Thankful,,,
208,0,Friendly,,,
209,0,Delight,,,
210,0,Tranquilly,,,
211,0,Radiantly,,,
212,0,Appreciative,,,
213,0,Smiling,,,
214,0,Heartening,,,
215,0,Empowerment,,,
216,0,Adoration,,,
217,0,Joyfulness,,,
218,0,Enthralling,,,
219,0,Sparklingly,,,
220,0,Encouragement,,,
221,0,Harmoniously,,,
222,0,Heartfelt,,,
223,0,Comfortable,,,
224,0,Gladness,,,
225,0,Loyal,,,
226,0,Tenderheartedly,,,
227,0,Jubilantly,,,
228,0,Lovable,,,
229,0,Gladsome,,,
230,0,Serenity,,,
231,0,Endearingly,,,
232,0,Appreciated,,,
233,0,Felicity,,,
234,0,Gratefulness,,,
235,0,Friendship,,,
236,0,Belovedly,,,
237,0,Smiley,,,
238,0,Endearment,,,
239,0,Glowingly,,,
240,0,Affably,,,
241,0,Enlivened,,,
242,0,Cheer,,,
243,0,Thankfulness,,,
244,0,Gracefulness,,,
245,0,Tenderhearted,,,
246,0,Sunshiney,,,
247,0,Captivation,,,
248,0,Enthusiast,,,
249,0,Elation,,,
250,0,Loveable,,,
251,0,Sweetness,,,
252,0,Affirmation,,,
253,0,Satisfying,,,
254,0,Lovingkindness,,,
255,0,Pleasant,,,
256,0,Heartfelt,,,
257,0,Admiration,,,
258,0,Gleeful,,,
259,0,Enjoyable,,,
260,0,Warmth,,,
261,0,Blissfulness,,,
262,0,Gladly,,,
263,0,Cuddle,,,
264,0,Empoweringly,,,
265,0,Lovingkindness,,,
266,0,Merry,,,
267,0,Enthusiasm,,,
268,0,Appreciatively,,,
269,0,Delighted,,,
270,0,Harmony,,,
271,0,Sweetly,,,
272,0,Warmly,,,
273,0,Glee,,,
274,0,Likable,,,
275,0,Marvelously,,,
276,0,Friendship,,,
277,0,Dreaminess,,,
278,0,Affirming,,,
279,0,Gladdened,,,
280,0,Cozy,,,
281,0,Thankworthy,,,
282,0,Enlivenment,,,
283,0,Friendship,,,
284,0,Happiness,,,
285,0,Rejoiced,,,
286,0,Fulfilled,,,
287,0,Glad,,,
288,0,Radiate,,,
289,0,Heartwarming,,,
290,0,Tenderly,,,
291,0,Gratefulness,,,
292,0,Blissfully,,,
293,0,Enthralled,,,
294,0,Appreciatively,,,
295,0,Enthusiastic,,,
296,0,Brightly,,,
297,0,Cheerily,,,
298,0,Gladdening,,,
299,0,Kindliness,,,
300,0,Smiles,,,
301,0,Warmhearted,,,
302,0,Thriving,,,
303,0,Enchantment,,,
304,0,Enraptured,,,
305,0,Thanking,,,
306,0,Sweetheart,,,
307,0,Gratification,,,
308,0,Cheerfulness,,,
309,0,Lovingly,,,
310,0,Beloved,,,
311,0,Brightening,,,
312,0,Affectionately,,,
313,0,Enthusiastically,,,
314,0,Affectionate,,,
315,0,Jubilantly,,,
316,0,Tenderheartedness,,,
317,0,Friendship,,,
318,0,Gleefully,,,
319,0,Smilingly,,,
320,0,Delightedly,,,
321,0,Coziness,,,
322,0,Radiantly,,,
323,0,Joyous,,,
324,0,Thankful,,,
325,0,Joyfulness,,,
326,0,Heartened,,,
327,0,Dreaminess,,,
328,0,Love,,,
329,0,Adorably,,,
330,0,Heartfelt,,,
331,0,Friendliness,,,
332,0,Gratitude,,,
333,0,Warmheartedness,,,
334,0,Smiley,,,
335,0,Appreciatively,,,
336,0,Loving kindness,,,
337,0,Lovingly,,,
338,0,Brightly,,,
339,0,Aneesh,,,
340,0,Jubilance,,,
341,0,Rejoicing,,,
342,0,Affably,,,
343,0,Gleefulness,,,
344,0,Lovingly,,,
345,0,Blissfulness,,,
346,0,Enthusiastically,,,
347,0,Joyfulness,,,
348,0,Rejoice,,,
349,0,Affectionately,,,
350,0,Gleefully,,,
351,0,Cheerfulness,,,
352,0,Lovingly,,,
353,0,Heartfelt,,,
354,0,Appreciatively,,,
355,0,Gratefulness,,,
356,0,Brightly,,,
357,0,Jubilantly,,,
358,0,Affably,,,
359,0,Gleefully,,,
360,0,Heartfelt,,,
361,0,Lovingkindness,,,
362,0,Lovingly,,,
363,0,Cheerfulness,,,
364,0,Affectionately,,,
365,0,Gleefully,,,
366,0,Heartfelt,,,
367,1,anal,,,
368,1,anus,,,
369,1,arse,,,
370,1,ass,,,
371,1,ballsack,,,
372,1,bastard,,,
373,1,bdsm,,,
374,1,bitch,,,
375,1,bimbo,,,
376,1,blow job,,,
377,1,blowjob,,,
378,1,blue waffle,,,
379,1,boob,,,
380,1,booobs,,,
381,1,breasts,,,
382,1,booty call,,,
383,1,boner,,,
384,1,bondage,,,
385,1,bullshit,,,
386,1,busty,,,
387,1,butthole,,,
388,1,cawk,,,
389,1,chink,,,
390,1,clit,,,
391,1,cnut,,,
392,1,cock,,,
393,1,cokmuncher,,,
394,1,cowgirl,,,
395,1,crap,,,
396,1,crotch,,,
397,1,cum,,,
398,1,cunt,,,
399,1,damn,,,
400,1,dick,,,
401,1,dildo,,,
402,1,dink,,,
403,1,deepthroat,,,
404,1,deep throat,,,
405,1,dog style,,,
406,1,doggie style,,,
407,1,doggy style,,,
408,1,doosh,,,
409,1,douche,,,
410,1,duche,,,
411,1,ejaculate,,,
412,1,ejaculating,,,
413,1,ejaculation,,,
414,1,ejakulate,,,
415,1,erotic,,,
416,1,erotism,,,
417,1,fag,,,
418,1,fatass,,,
419,1,femdom,,,
420,1,fingering,,,
421,1,footjob,,,
422,1,foot job,,,
423,1,fuck,,,
424,1,fcuk,,,
425,1,fingerfuck,,,
426,1,fistfuck,,,
427,1,fook,,,
428,1,fooker,,,
429,1,fuk,,,
430,1,gangbang,,,
431,1,gang bang,,,
432,1,gaysex,,,
433,1,handjob,,,
434,1,hand job,,,
435,1,hentai,,,
436,1,hooker,,,
437,1,hoer,,,
438,1,homo,,,
439,1,horny,,,
440,1,incest,,,
441,1,jackoff,,,
442,1,jack off,,,
443,1,jerkoff,,,
444,1,jerk off,,,
445,1,jizz,,,
446,1,masturbate,,,
447,1,mofo,,,
448,1,mothafuck,,,
449,1,motherfuck,,,
450,1,milf,,,
451,1,muff,,,
452,1,nigga,,,
453,1,nigger,,,
454,1,nipple,,,
455,1,nob,,,
456,1,numbnuts,,,
457,1,nutsack,,,
458,1,nude,,,
459,1,orgy,,,
460,1,orgasm,,,
461,1,panty,,,
462,1,panties,,,
463,1,penis,,,
464,1,playboy,,,
465,1,porn,,,
466,1,pussy,,,
467,1,pussies,,,
468,1,rape,,,
469,1,raping,,,
470,1,rapist,,,
471,1,rectum,,,
472,1,retard,,,
473,1,rimming,,,
474,1,sadist,,,
475,1,sadism,,,
476,1,scrotum,,,
477,1,sex,,,
478,1,semen,,,
479,1,shemale,,,
480,1,she male,,,
481,1,shit,,,
482,1,slut,,,
483,1,spunk,,,
484,1,strip club,,,
485,1,stripclub,,,
486,1,tit,,,
487,1,threesome,,,
488,1,three some,,,
489,1,throating,,,
490,1,twat,,,
491,1,viagra,,,
492,1,vagina,,,
493,1,wank,,,
494,1,whore,,,
495,1,whoar,,,
496,1,xxx,,,
497,1,xnxx,,,
498,1,xhamster,,,
499,1,Dildo,,,
500,1,Cigarettes,,,
501,1,alchohol,,,
502,1,abbo,,,abbo
503,1,abo,,,abo
504,1,abortion,,,abortion
505,1,abuse,,,abuse
506,1,addict,,,addict
507,1,addicts,,,addicts
508,1,adult,,,adult
509,1,africa,,,africa
510,1,african,,,african
511,1,alla,,,alla
512,1,allah,,,allah
513,1,alligatorbait,,,alligatorbait
514,1,amateur,,,amateur
515,1,american,,,american
516,1,anal,,,anal
517,1,analannie,,,analannie
518,1,analsex,,,analsex
519,1,angie,,,angie
520,1,angry,,,angry
521,1,anus,,,anus
522,1,arab,,,arab
523,1,arabs,,,arabs
524,1,areola,,,areola
525,1,argie,,,argie
526,1,aroused,,,aroused
527,1,arse,,,arse
528,1,arsehole,,,arsehole
529,1,asian,,,asian
530,1,ass,,,ass
531,1,assassin,,,assassin
532,1,assassinate,,,assassinate
533,1,assassination,,,assassination
534,1,assault,,,assault
535,1,assbagger,,,assbagger
536,1,assblaster,,,assblaster
537,1,assclown,,,assclown
538,1,asscowboy,,,asscowboy
539,1,asses,,,asses
540,1,assfuck,,,assfuck
541,1,assfucker,,,assfucker
542,1,asshat,,,asshat
543,1,asshole,,,asshole
544,1,assholes,,,assholes
545,1,asshore,,,asshore
546,1,assjockey,,,assjockey
547,1,asskiss,,,asskiss
548,1,asskisser,,,asskisser
549,1,assklown,,,assklown
550,1,asslick,,,asslick
551,1,asslicker,,,asslicker
552,1,asslover,,,asslover
553,1,assman,,,assman
554,1,assmonkey,,,assmonkey
555,1,assmunch,,,assmunch
556,1,assmuncher,,,assmuncher
557,1,asspacker,,,asspacker
558,1,asspirate,,,asspirate
559,1,asspuppies,,,asspuppies
560,1,assranger,,,assranger
561,1,asswhore,,,asswhore
562,1,asswipe,,,asswipe
563,1,athletesfoot,,,athletesfoot
564,1,attack,,,attack
565,1,australian,,,australian
566,1,babe,,,babe
567,1,babies,,,babies
568,1,backdoor,,,backdoor
569,1,backdoorman,,,backdoorman
570,1,backseat,,,backseat
571,1,badfuck,,,badfuck
572,1,balllicker,,,balllicker
573,1,balls,,,balls
574,1,ballsack,,,ballsack
575,1,banging,,,banging
576,1,baptist,,,baptist
577,1,barelylegal,,,barelylegal
578,1,barf,,,barf
579,1,barface,,,barface
580,1,barfface,,,barfface
581,1,bast,,,bast
582,1,bastard ,,,bastard 
583,1,bazongas,,,bazongas
584,1,bazooms,,,bazooms
585,1,beaner,,,beaner
586,1,beast,,,beast
587,1,beastality,,,beastality
588,1,beastial,,,beastial
589,1,beastiality,,,beastiality
590,1,beatoff,,,beatoff
591,1,beatoff,,,beatoff
592,1,beatyourmeat,,,beatyourmeat
593,1,beaver,,,beaver
594,1,bestial,,,bestial
595,1,bestiality,,,bestiality
596,1,bi,,,bi
597,1,biatch,,,biatch
598,1,bible,,,bible
599,1,bicurious,,,bicurious
600,1,bigass,,,bigass
601,1,bigbastard,,,bigbastard
602,1,bigbutt,,,bigbutt
603,1,bigger,,,bigger
604,1,bisexual,,,bisexual
605,1,bisexual,,,bisexual
606,1,bitch,,,bitch
607,1,bitcher,,,bitcher
608,1,bitches,,,bitches
609,1,bitchez,,,bitchez
610,1,bitchin,,,bitchin
611,1,bitching,,,bitching
612,1,bitchslap,,,bitchslap
613,1,bitchy,,,bitchy
614,1,biteme,,,biteme
615,1,black,,,black
616,1,blackman,,,blackman
617,1,blackout,,,blackout
618,1,blacks,,,blacks
619,1,blind,,,blind
620,1,blow,,,blow
621,1,blowjob,,,blowjob
622,1,boang,,,boang
623,1,bogan,,,bogan
624,1,bohunk,,,bohunk
625,1,bollick,,,bollick
626,1,bollock,,,bollock
627,1,bomb,,,bomb
628,1,bombers,,,bombers
629,1,bombing,,,bombing
630,1,bombs,,,bombs
631,1,bomd,,,bomd
632,1,bondage,,,bondage
633,1,boner,,,boner
634,1,bong,,,bong
635,1,boob,,,boob
636,1,boobies,,,boobies
637,1,boobs,,,boobs
638,1,booby,,,booby
639,1,boody,,,boody
640,1,boom,,,boom
641,1,boong,,,boong
642,1,boonga,,,boonga
643,1,boonie,,,boonie
644,1,booty,,,booty
645,1,bootycall,,,bootycall
646,1,bountybar,,,bountybar
647,1,bra,,,bra
648,1,brea5t,,,brea5t
649,1,breast,,,breast
650,1,breastjob,,,breastjob
651,1,breastlover,,,breastlover
652,1,breastman,,,breastman
653,1,brothel,,,brothel
654,1,bugger,,,bugger
655,1,buggered,,,buggered
656,1,buggery,,,buggery
657,1,bullcrap,,,bullcrap
658,1,bulldike,,,bulldike
659,1,bulldyke,,,bulldyke
660,1,bullshit,,,bullshit
661,1,bumblefuck,,,bumblefuck
662,1,bumfuck,,,bumfuck
663,1,bunga,,,bunga
664,1,bunghole,,,bunghole
665,1,buried,,,buried
666,1,burn,,,burn
667,1,butchbabes,,,butchbabes
668,1,butchdike,,,butchdike
669,1,butchdyke,,,butchdyke
670,1,butt,,,butt
671,1,buttbang,,,buttbang
672,1,buttbang,,,buttbang
673,1,buttface,,,buttface
674,1,buttfuck,,,buttfuck
675,1,buttfuck,,,buttfuck
676,1,buttfucker,,,buttfucker
677,1,buttfucker,,,buttfucker
678,1,buttfuckers,,,buttfuckers
679,1,buttfuckers,,,buttfuckers
680,1,butthead,,,butthead
681,1,buttman,,,buttman
682,1,buttmunch,,,buttmunch
683,1,buttmuncher,,,buttmuncher
684,1,buttpirate,,,buttpirate
685,1,buttplug,,,buttplug
686,1,buttstain,,,buttstain
687,1,byatch,,,byatch
688,1,cacker,,,cacker
689,1,cameljockey,,,cameljockey
690,1,cameltoe,,,cameltoe
691,1,canadian,,,canadian
692,1,cancer,,,cancer
693,1,carpetmuncher,,,carpetmuncher
694,1,carruth,,,carruth
695,1,catholic,,,catholic
696,1,catholics,,,catholics
697,1,cemetery,,,cemetery
698,1,chav,,,chav
699,1,cherrypopper,,,cherrypopper
700,1,chickslick,,,chickslick
701,1,childrens,,,childrens
702,1,chin,,,chin
703,1,chinaman,,,chinaman
704,1,chinamen,,,chinamen
705,1,chinese,,,chinese
706,1,chink,,,chink
707,1,chinky,,,chinky
708,1,choad,,,choad
709,1,chode,,,chode
710,1,christ,,,christ
711,1,christian,,,christian
712,1,church,,,church
713,1,cigarette,,,cigarette
714,1,cigs,,,cigs
715,1,clamdigger,,,clamdigger
716,1,clamdiver,,,clamdiver
717,1,clit,,,clit
718,1,clitoris,,,clitoris
719,1,clogwog,,,clogwog
720,1,cocaine,,,cocaine
721,1,cock,,,cock
722,1,cockblock,,,cockblock
723,1,cockblocker,,,cockblocker
724,1,cockcowboy,,,cockcowboy
725,1,cockfight,,,cockfight
726,1,cockhead,,,cockhead
727,1,cockknob,,,cockknob
728,1,cocklicker,,,cocklicker
729,1,cocklover,,,cocklover
730,1,cocknob,,,cocknob
731,1,cockqueen,,,cockqueen
732,1,cockrider,,,cockrider
733,1,cocksman,,,cocksman
734,1,cocksmith,,,cocksmith
735,1,cocksmoker,,,cocksmoker
736,1,cocksucer,,,cocksucer
737,1,cocksuck ,,,cocksuck 
738,1,cocksucked ,,,cocksucked 
739,1,cocksucker,,,cocksucker
740,1,cocksucking,,,cocksucking
741,1,cocktail,,,cocktail
742,1,cocktease,,,cocktease
743,1,cocky,,,cocky
744,1,cohee,,,cohee
745,1,coitus,,,coitus
746,1,color,,,color
747,1,colored,,,colored
748,1,coloured,,,coloured
749,1,commie,,,commie
750,1,communist,,,communist
751,1,condom,,,condom
752,1,conservative,,,conservative
753,1,conspiracy,,,conspiracy
754,1,coolie,,,coolie
755,1,cooly,,,cooly
756,1,coon,,,coon
757,1,coondog,,,coondog
758,1,copulate,,,copulate
759,1,cornhole,,,cornhole
760,1,corruption,,,corruption
761,1,cra5h,,,cra5h
762,1,crabs,,,crabs
763,1,crack,,,crack
764,1,crackpipe,,,crackpipe
765,1,crackwhore,,,crackwhore
766,1,crackwhore,,,crackwhore
767,1,crap,,,crap
768,1,crapola,,,crapola
769,1,crapper,,,crapper
770,1,crappy,,,crappy
771,1,crash,,,crash
772,1,creamy,,,creamy
773,1,crime,,,crime
774,1,crimes,,,crimes
775,1,criminal,,,criminal
776,1,criminals,,,criminals
777,1,crotch,,,crotch
778,1,crotchjockey,,,crotchjockey
779,1,crotchmonkey,,,crotchmonkey
780,1,crotchrot,,,crotchrot
781,1,cum,,,cum
782,1,cumbubble,,,cumbubble
783,1,cumfest,,,cumfest
784,1,cumjockey,,,cumjockey
785,1,cumm,,,cumm
786,1,cummer,,,cummer
787,1,cumming,,,cumming
788,1,cumquat,,,cumquat
789,1,cumqueen,,,cumqueen
790,1,cumshot,,,cumshot
791,1,cunilingus,,,cunilingus
792,1,cunillingus,,,cunillingus
793,1,cunn,,,cunn
794,1,cunnilingus,,,cunnilingus
795,1,cunntt,,,cunntt
796,1,cunt,,,cunt
797,1,cunteyed,,,cunteyed
798,1,cuntfuck,,,cuntfuck
799,1,cuntfucker,,,cuntfucker
800,1,cuntlick ,,,cuntlick 
801,1,cuntlicker ,,,cuntlicker 
802,1,cuntlicking ,,,cuntlicking 
803,1,cuntsucker,,,cuntsucker
804,1,cybersex,,,cybersex
805,1,cyberslimer,,,cyberslimer
806,1,dago,,,dago
807,1,dahmer,,,dahmer
808,1,dammit,,,dammit
809,1,damn,,,damn
810,1,damnation,,,damnation
811,1,damnit,,,damnit
812,1,darkie,,,darkie
813,1,darky,,,darky
814,1,datnigga,,,datnigga
815,1,dead,,,dead
816,1,deapthroat,,,deapthroat
817,1,death,,,death
818,1,deepthroat,,,deepthroat
819,1,defecate,,,defecate
820,1,dego,,,dego
821,1,demon,,,demon
822,1,deposit,,,deposit
823,1,desire,,,desire
824,1,destroy,,,destroy
825,1,deth,,,deth
826,1,devil,,,devil
827,1,devilworshipper,,,devilworshipper
828,1,dick,,,dick
829,1,dickbrain,,,dickbrain
830,1,dickforbrains,,,dickforbrains
831,1,dickhead,,,dickhead
832,1,dickless,,,dickless
833,1,dicklick,,,dicklick
834,1,dicklicker,,,dicklicker
835,1,dickman,,,dickman
836,1,dickwad,,,dickwad
837,1,dickweed,,,dickweed
838,1,diddle,,,diddle
839,1,die,,,die
840,1,died,,,died
841,1,dies,,,dies
842,1,dike,,,dike
843,1,dildo,,,dildo
844,1,dingleberry,,,dingleberry
845,1,dink,,,dink
846,1,dipshit,,,dipshit
847,1,dipstick,,,dipstick
848,1,dirty,,,dirty
849,1,disease,,,disease
850,1,diseases,,,diseases
851,1,disturbed,,,disturbed
852,1,dive,,,dive
853,1,dix,,,dix
854,1,dixiedike,,,dixiedike
855,1,dixiedyke,,,dixiedyke
856,1,doggiestyle,,,doggiestyle
857,1,doggystyle,,,doggystyle
858,1,dong,,,dong
859,1,doodoo,,,doodoo
860,1,doodoo,,,doodoo
861,1,doom,,,doom
862,1,dope,,,dope
863,1,dragqueen,,,dragqueen
864,1,dragqween,,,dragqween
865,1,dripdick,,,dripdick
866,1,drug,,,drug
867,1,drunk,,,drunk
868,1,drunken,,,drunken
869,1,dumb,,,dumb
870,1,dumbass,,,dumbass
871,1,dumbbitch,,,dumbbitch
872,1,dumbfuck,,,dumbfuck
873,1,dyefly,,,dyefly
874,1,dyke,,,dyke
875,1,easyslut,,,easyslut
876,1,eatballs,,,eatballs
877,1,eatme,,,eatme
878,1,eatpussy,,,eatpussy
879,1,ecstacy,,,ecstacy
880,1,ejaculate,,,ejaculate
881,1,ejaculated,,,ejaculated
882,1,ejaculating ,,,ejaculating 
883,1,ejaculation,,,ejaculation
884,1,enema,,,enema
885,1,enemy,,,enemy
886,1,erect,,,erect
887,1,erection,,,erection
888,1,ero,,,ero
889,1,escort,,,escort
890,1,ethiopian,,,ethiopian
891,1,ethnic,,,ethnic
892,1,european,,,european
893,1,evl,,,evl
894,1,excrement,,,excrement
895,1,execute,,,execute
896,1,executed,,,executed
897,1,execution,,,execution
898,1,executioner,,,executioner
899,1,explosion,,,explosion
900,1,facefucker,,,facefucker
901,1,faeces,,,faeces
902,1,fag,,,fag
903,1,fagging,,,fagging
904,1,faggot,,,faggot
905,1,fagot,,,fagot
906,1,failed,,,failed
907,1,failure,,,failure
908,1,fairies,,,fairies
909,1,fairy,,,fairy
910,1,faith,,,faith
911,1,fannyfucker,,,fannyfucker
912,1,fart,,,fart
913,1,farted ,,,farted 
914,1,farting ,,,farting 
915,1,farty ,,,farty 
916,1,fastfuck,,,fastfuck
917,1,fat,,,fat
918,1,fatah,,,fatah
919,1,fatass,,,fatass
920,1,fatfuck,,,fatfuck
921,1,fatfucker,,,fatfucker
922,1,fatso,,,fatso
923,1,fckcum,,,fckcum
924,1,fear,,,fear
925,1,feces,,,feces
926,1,felatio ,,,felatio 
927,1,felch,,,felch
928,1,felcher,,,felcher
929,1,felching,,,felching
930,1,fellatio,,,fellatio
931,1,feltch,,,feltch
932,1,feltcher,,,feltcher
933,1,feltching,,,feltching
934,1,fetish,,,fetish
935,1,fight,,,fight
936,1,filipina,,,filipina
937,1,filipino,,,filipino
938,1,fingerfood,,,fingerfood
939,1,fingerfuck ,,,fingerfuck 
940,1,fingerfucked ,,,fingerfucked 
941,1,fingerfucker ,,,fingerfucker 
942,1,fingerfuckers,,,fingerfuckers
943,1,fingerfucking ,,,fingerfucking 
944,1,fire,,,fire
945,1,firing,,,firing
946,1,fister,,,fister
947,1,fistfuck,,,fistfuck
948,1,fistfucked ,,,fistfucked 
949,1,fistfucker ,,,fistfucker 
950,1,fistfucking ,,,fistfucking 
951,1,fisting,,,fisting
952,1,flange,,,flange
953,1,flasher,,,flasher
954,1,flatulence,,,flatulence
955,1,floo,,,floo
956,1,flydie,,,flydie
957,1,flydye,,,flydye
958,1,fok,,,fok
959,1,fondle,,,fondle
960,1,footaction,,,footaction
961,1,footfuck,,,footfuck
962,1,footfucker,,,footfucker
963,1,footlicker,,,footlicker
964,1,footstar,,,footstar
965,1,fore,,,fore
966,1,foreskin,,,foreskin
967,1,forni,,,forni
968,1,fornicate,,,fornicate
969,1,foursome,,,foursome
970,1,fourtwenty,,,fourtwenty
971,1,fraud,,,fraud
972,1,freakfuck,,,freakfuck
973,1,freakyfucker,,,freakyfucker
974,1,freefuck,,,freefuck
975,1,fu,,,fu
976,1,fubar,,,fubar
977,1,fuc,,,fuc
978,1,fucck,,,fucck
979,1,fuck,,,fuck
980,1,fucka,,,fucka
981,1,fuckable,,,fuckable
982,1,fuckbag,,,fuckbag
983,1,fuckbuddy,,,fuckbuddy
984,1,fucked,,,fucked
985,1,fuckedup,,,fuckedup
986,1,fucker,,,fucker
987,1,fuckers,,,fuckers
988,1,fuckface,,,fuckface
989,1,fuckfest,,,fuckfest
990,1,fuckfreak,,,fuckfreak
991,1,fuckfriend,,,fuckfriend
992,1,fuckhead,,,fuckhead
993,1,fuckher,,,fuckher
994,1,fuckin,,,fuckin
995,1,fuckina,,,fuckina
996,1,fucking,,,fucking
997,1,fuckingbitch,,,fuckingbitch
998,1,fuckinnuts,,,fuckinnuts
999,1,fuckinright,,,fuckinright
1000,1,fuckit,,,fuckit
1001,1,fuckknob,,,fuckknob
1002,1,fuckme ,,,fuckme 
1003,1,fuckmehard,,,fuckmehard
1004,1,fuckmonkey,,,fuckmonkey
1005,1,fuckoff,,,fuckoff
1006,1,fuckpig,,,fuckpig
1007,1,fucks,,,fucks
1008,1,fucktard,,,fucktard
1009,1,fuckwhore,,,fuckwhore
1010,1,fuckyou,,,fuckyou
1011,1,fudgepacker,,,fudgepacker
1012,1,fugly,,,fugly
1013,1,fuk,,,fuk
1014,1,fuks,,,fuks
1015,1,funeral,,,funeral
1016,1,funfuck,,,funfuck
1017,1,fungus,,,fungus
1018,1,fuuck,,,fuuck
1019,1,gangbang,,,gangbang
